NodeId	d_1	d_2	clu	clo	n_triad	eig1	eig2
204	26	212	0.083077	0.16071	27	0.079382	0.067307
205	9	95	0.13889	0.090909	5	0.022356	0.029008
206	7	82	0.14286	0.061224	3	0.02234	0.027768
207	12	169	0.15152	0.09009	10	0.050256	0.054677
208	25	202	0.083333	0.16181	25	0.077304	0.064136
209	8	113	0.17857	0.070922	5	0.031555	0.036386
210	31	284	0.066667	0.13747	31	0.10838	0.087674
211	33	283	0.043561	0.11031	23	0.099336	0.083716
212	9	101	0.11111	0.063492	4	0.028308	0.03134
213	11	115	0.2	0.13174	11	0.036966	0.036758
214	28	263	0.084656	0.15023	32	0.10042	0.080299
215	11	140	0.25455	0.12903	14	0.048658	0.044177
216	17	164	0.11765	0.13502	16	0.052067	0.04976
217	8	118	0.10714	0.044118	3	0.026394	0.036951
218	10	96	0.066667	0.051724	3	0.02384	0.030062
219	10	94	0.15556	0.112	7	0.025811	0.029106
220	7	58	0	0	0	0.012534	0.016817
221	12	187	0.090909	0.052632	6	0.047354	0.059109
222	34	273	0.039216	0.10837	22	0.094527	0.079628
223	35	284	0.045378	0.125	27	0.10012	0.085977
224	14	174	0.065934	0.054795	6	0.045739	0.053274
225	5	56	0	0	0	0.012463	0.018794
226	10	122	0.15556	0.095238	7	0.030796	0.038153
227	9	113	0.11111	0.059259	4	0.027528	0.035187
228	11	112	0.10909	0.084507	6	0.030145	0.035243
229	5	42	0.2	0.075472	2	0.010086	0.012685
230	9	88	0.055556	0.038095	2	0.023478	0.02893
231	9	97	0.083333	0.052174	3	0.025409	0.030778
232	13	158	0.089744	0.071429	7	0.041872	0.047851
233	15	155	0.11429	0.11163	12	0.050157	0.049742
234	15	148	0.17143	0.15929	18	0.055048	0.048677
235	20	192	0.14737	0.18301	28	0.07031	0.059107
236	11	109	0.25455	0.15909	14	0.040133	0.034474
237	11	108	0.12727	0.098592	7	0.033407	0.03482
238	29	230	0.071429	0.16066	29	0.085414	0.069754
239	7	111	0.2381	0.070423	5	0.030382	0.035025
240	10	111	0.13333	0.085714	6	0.028882	0.03437
241	7	89	0.047619	0.021277	1	0.020659	0.029152
242	14	137	0.032967	0.037736	3	0.032607	0.040999
243	14	157	0.087912	0.076923	8	0.040302	0.04746
244	7	88	0.095238	0.040404	2	0.019529	0.02673
245	20	194	0.063158	0.093385	12	0.056422	0.058995
246	9	117	0.22222	0.10884	8	0.030349	0.036454
247	11	171	0.14545	0.07767	8	0.039748	0.051465
248	7	62	0.2381	0.125	5	0.016153	0.018977
249	11	112	0.054545	0.040541	3	0.030147	0.035609
250	8	95	0	0	0	0.025375	0.030223
251	11	131	0.072727	0.050955	4	0.034087	0.041835
252	8	100	0.071429	0.035088	2	0.02391	0.031708
253	20	155	0.068421	0.12037	13	0.048095	0.048039
254	11	151	0.10909	0.06	6	0.042169	0.048101
255	21	212	0.07619	0.11034	16	0.066445	0.066915
256	9	114	0.22222	0.10458	8	0.033371	0.036589
257	13	164	0.12821	0.095694	10	0.048051	0.052901
258	10	129	0.2	0.10056	9	0.040771	0.041383
259	10	107	0.17778	0.10884	8	0.031915	0.032418
260	13	105	0.16667	0.16352	13	0.036952	0.032705
261	12	111	0.18182	0.15385	12	0.03556	0.034634
262	6	66	0.066667	0.024691	1	0.01754	0.020961
263	11	122	0.12727	0.089744	7	0.032458	0.037743
264	17	213	0.073529	0.073529	10	0.058891	0.064721
265	10	118	0.11111	0.071429	5	0.029018	0.036793
266	8	88	0.17857	0.095238	5	0.0207	0.027771
267	9	112	0.083333	0.04918	3	0.025998	0.035859
268	17	173	0.058824	0.077295	8	0.041121	0.05156
269	9	92	0.22222	0.13675	8	0.021715	0.027697
270	12	131	0.13636	0.1	9	0.035928	0.040614
271	28	197	0.050265	0.13818	19	0.061834	0.06031
272	5	55	0.4	0.10667	4	0.013255	0.016894
273	16	150	0.15833	0.18009	19	0.043703	0.046141
274	8	90	0.28571	0.13333	8	0.023002	0.028021
275	10	124	0.22222	0.12739	10	0.029566	0.038063
276	9	74	0.25	0.18947	9	0.02035	0.023095
277	8	91	0.28571	0.12903	8	0.026012	0.028864
278	9	131	0.13889	0.064516	5	0.034888	0.043201
279	35	245	0.052101	0.15979	31	0.095406	0.075984
280	14	144	0.16484	0.15385	15	0.043447	0.045173
281	9	127	0.22222	0.099379	8	0.033427	0.04036
282	10	132	0.13333	0.074534	6	0.035521	0.042222
283	9	130	0.083333	0.039216	3	0.031766	0.040695
284	27	229	0.076923	0.16024	27	0.080558	0.070856
285	8	95	0.35714	0.14493	10	0.030771	0.031348
286	10	131	0.11111	0.064935	5	0.032528	0.040773
287	9	97	0.19444	0.1157	7	0.026941	0.031274
288	14	149	0.13187	0.1206	12	0.04484	0.047896
